season_year,teamTricode,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,gamesPlayed
2011,ATL,19730.2,2971,6429,46.2,502,1427,35.2,1346,1728,77.9,762,2460,3222,1802,497,341,1048,1554,7790,-335,82
2011,BOS,19780.2,3023,6219,48.6,408,1119,36.5,1459,1895,77.0,639,2542,3181,1921,676,344,1115,1678,7913,2200,82
2011,CHA,19805.2,2873,6365,45.1,393,1203,32.7,1511,1999,75.6,848,2444,3292,1728,524,433,1123,1637,7650,-1640,82
2011,CHI,19830.3,3042,6587,46.2,511,1415,36.1,1492,2008,74.3,967,2654,3621,1827,592,468,1104,1639,8087,3000,82
2011,CLE,19755.3,2886,6647,43.4,509,1489,34.2,1546,2075,74.5,856,2449,3305,1720,544,341,1125,1648,7827,-3695,82
2011,DAL,19705.3,3069,6463,47.5,645,1768,36.5,1437,1850,77.7,780,2618,3398,1954,557,352,1107,1575,8220,1735,82
2011,DEN,19705.4,3145,6613,47.6,662,1704,38.8,1859,2429,76.5,791,2652,3443,1813,605,352,1130,1719,8811,1950,82
2011,DET,19880.2,3056,6647,46.0,472,1256,37.6,1367,1854,73.7,931,2236,3167,1730,595,328,1001,1629,7951,-1475,82
2011,GSW,19830.3,3251,7047,46.1,685,1749,39.2,1290,1695,76.1,955,2370,3325,1847,737,406,1157,1806,8477,-955,82
2011,HOU,19880.2,3170,6975,45.4,677,1843,36.7,1668,2083,80.1,962,2549,3511,1955,581,371,1048,1641,8685,895,82
2011,IND,19780.2,3003,6787,44.2,585,1653,35.4,1592,2035,78.2,914,2657,3571,1611,584,456,1210,1782,8183,-440,82
2011,LAC,19855.2,3015,6594,45.7,513,1519,33.8,1546,2187,70.7,955,2501,3456,1813,585,402,1273,1733,8089,-1285,82
2011,LAL,19830.1,3128,6757,46.3,524,1487,35.2,1541,1979,77.9,989,2616,3605,1801,602,422,1031,1555,8321,2505,82
2011,MEM,19880.4,3200,6801,47.1,309,926,33.4,1486,1981,75.0,970,2391,3361,1691,771,441,1101,1705,8195,960,82
2011,MIA,19780.2,3031,6301,48.1,547,1479,37.0,1760,2288,76.9,790,2666,3456,1639,544,430,1084,1674,8369,3060,82
2011,MIL,19830.3,2814,6544,43.0,483,1414,34.2,1423,1881,75.7,862,2480,3342,1545,617,399,1026,1682,7534,-345,82
2011,MIN,19780.2,3090,7014,44.1,589,1565,37.6,1519,1977,76.8,1085,2556,3641,1650,592,422,1356,1825,8288,-2720,82
2011,NJN,20005.6,2918,6638,44.0,459,1337,34.3,1427,1881,75.9,909,2440,3349,1723,458,384,1069,1807,7722,-2560,82
2011,NOH,19830.3,2944,6416,45.9,444,1232,36.0,1452,1897,76.5,824,2468,3292,1691,624,359,1001,1719,7784,365,82
2011,NYK,19780.2,3140,6867,45.7,765,2081,36.8,1689,2087,80.9,847,2470,3317,1757,625,475,1094,1743,8734,320,82
2011,OKC,20005.3,3066,6609,46.4,487,1403,34.7,1977,2401,82.3,903,2604,3507,1672,654,487,1104,1836,8596,1555,82
2011,ORL,19830.1,2956,6411,46.1,770,2103,36.6,1453,2101,69.2,864,2679,3543,1636,548,384,1180,1640,8135,2240,82
2011,PHI,19930.2,3125,6776,46.1,443,1248,35.5,1426,1851,77.0,850,2578,3428,1861,621,355,1001,1592,8119,615,82
2011,PHX,20005.4,3219,6844,47.0,701,1857,37.7,1472,1939,75.9,821,2478,3299,1945,545,357,1116,1666,8611,-365,82
2011,POR,19805.4,2951,6599,44.7,518,1503,34.5,1476,1835,80.4,996,2230,3226,1736,660,358,1018,1585,7896,625,82
2011,SAC,19855.4,3134,6979,44.9,428,1277,33.5,1455,1981,73.4,1071,2526,3597,1675,608,391,1282,1805,8151,-2190,82
2011,SAS,19780.4,3148,6628,47.5,685,1727,39.7,1521,1984,76.7,829,2603,3432,1836,602,372,1054,1556,8502,2340,82
2011,TOR,19780.3,3144,6755,46.5,345,1091,31.6,1491,1976,75.5,963,2343,3306,1795,581,350,1152,1807,8124,-2575,82
2011,UTA,19880.3,3064,6590,46.5,435,1256,34.6,1590,2061,77.1,898,2338,3236,1921,629,484,1112,1865,8153,-750,82
2011,WAS,19930.1,3048,6888,44.3,392,1182,33.2,1489,1999,74.5,1013,2374,3387,1592,665,502,1209,1850,7977,-3035,82
2012,ATL,16165.2,2429,5348,45.4,492,1330,37.0,1025,1385,74.0,652,2066,2718,1481,536,303,875,1178,6375,1135,66
2012,BOS,15940.5,2341,5086,46.0,363,988,36.7,1017,1308,77.8,509,2051,2560,1557,498,362,929,1315,6062,830,66
2012,CHA,15890.1,2193,5293,41.4,263,892,29.5,1090,1462,74.6,677,1894,2571,1326,397,361,898,1249,5739,-4590,66
2012,CHI,15940.2,2467,5462,45.2,419,1117,37.5,1006,1394,72.2,915,2165,3080,1527,456,388,887,1139,6359,2700,66
2012,CLE,15965.1,2261,5360,42.2,440,1273,34.6,1178,1645,71.6,841,1949,2790,1308,466,262,965,1317,6140,-2375,66
2012,DAL,16065.2,2398,5412,44.3,497,1464,33.9,1029,1334,77.1,665,2157,2822,1380,565,337,893,1226,6322,315,66
2012,DEN,16040.2,2572,5404,47.6,435,1311,33.2,1293,1760,73.5,738,2105,2843,1581,540,330,987,1297,6872,950,66
2012,DET,15965.2,2291,5232,43.8,317,916,34.6,1098,1461,75.2,775,1882,2657,1232,460,278,965,1293,5997,-1580,66
2012,GSW,15915.2,2489,5443,45.7,524,1351,38.8,951,1235,77.0,640,1947,2587,1470,528,362,887,1410,6453,-1125,66
2012,HOU,16065.2,2489,5543,44.9,478,1330,35.9,1018,1301,78.2,769,2014,2783,1404,496,319,913,1347,6474,75,66
2012,IND,15990.2,2354,5375,43.8,392,1064,36.8,1349,1724,78.2,826,2070,2896,1228,523,357,873,1430,6449,1090,66
2012,LAC,15965.3,2439,5366,45.5,514,1441,35.7,1046,1538,68.0,800,1943,2743,1385,556,315,816,1399,6438,845,66
2012,LAL,16065.3,2429,5319,45.7,362,1112,32.6,1202,1589,75.6,799,2251,3050,1485,390,351,960,1109,6422,470,66
2012,MEM,15940.2,2425,5422,44.7,277,849,32.6,1142,1504,75.9,831,1944,2775,1290,631,345,920,1316,6269,665,66
2012,MIA,16040.2,2446,5212,46.9,370,1030,35.9,1238,1598,77.5,686,2060,2746,1317,585,355,971,1282,6500,1975,66
2012,MIL,15865.2,2502,5652,44.3,436,1265,34.5,1095,1415,77.4,820,1983,2803,1550,548,335,903,1273,6535,90,66
2012,MIN,15940.2,2355,5434,43.3,473,1423,33.2,1281,1662,77.1,797,2089,2886,1290,436,293,970,1212,6464,-725,66
2012,NJN,15890.4,2262,5320,42.5,507,1481,34.2,1113,1433,77.7,783,1879,2662,1311,493,260,943,1268,6144,-1975,66
2012,NOH,15940.2,2300,5103,45.1,259,777,33.3,1057,1397,75.7,724,1991,2715,1368,488,316,965,1324,5916,-1240,66
2012,NYK,15940.1,2365,5335,44.3,517,1538,33.6,1211,1634,74.1,743,2012,2755,1328,622,276,1009,1391,6458,1055,66
2012,OKC,15990.1,2462,5229,47.1,472,1317,35.8,1406,1744,80.6,726,2157,2883,1224,498,539,1054,1352,6802,2020,66
2012,ORL,15965.1,2275,5162,44.1,670,1785,37.5,995,1508,66.0,742,2060,2802,1321,451,275,929,1168,6215,260,66
2012,PHI,15915.2,2471,5516,44.8,349,963,36.2,889,1198,74.2,704,2144,2848,1453,526,340,707,1157,6180,1400,66
2012,PHX,15840.2,2495,5445,45.8,444,1295,34.3,1058,1397,75.7,717,2035,2752,1486,431,366,892,1233,6492,-80,66
2012,POR,15965.2,2402,5417,44.3,478,1382,34.6,1133,1423,79.6,735,1949,2684,1349,528,322,911,1251,6415,-205,66
2012,SAC,15915.3,2490,5712,43.6,411,1301,31.6,1127,1532,73.6,882,1947,2829,1271,561,323,913,1287,6518,-1875,66
2012,SAS,15940.2,2611,5463,47.8,552,1405,39.3,1067,1427,74.8,683,2153,2836,1528,490,293,871,1143,6841,2365,66
2012,TOR,15965.2,2268,5154,44.0,365,1075,34.0,1085,1410,77.0,697,2074,2771,1382,429,321,957,1532,5986,-1090,66
2012,UTA,16165.2,2523,5531,45.6,273,845,32.3,1258,1668,75.4,861,2055,2916,1439,545,385,896,1441,6577,205,66
2012,WAS,15865.3,2414,5475,44.1,344,1075,32.0,1008,1386,72.7,775,1975,2750,1262,527,417,961,1405,6180,-1585,66
2013,ATL,19855.2,3084,6644,46.4,706,1901,37.1,1158,1619,71.5,758,2593,3351,2007,664,369,1169,1473,8032,165,82
2013,BKN,19855.2,2942,6544,45.0,628,1760,35.7,1432,1958,73.1,1047,2460,3507,1668,599,391,1140,1500,7944,730,82
2013,BOS,19840.4,3001,6459,46.5,498,1390,35.8,1318,1698,77.6,654,2533,3187,1843,667,365,1126,1717,7818,-90,81
2013,CHA,19805.1,2823,6649,42.5,469,1399,33.5,1546,2060,75.0,917,2389,3306,1587,591,479,1074,1561,7661,-3785,82
2013,CHI,19830.2,2926,6698,43.7,446,1265,35.3,1343,1738,77.3,1026,2514,3540,1886,588,417,1120,1617,7641,130,82
2013,CLE,19730.1,2993,6901,43.4,547,1581,34.6,1380,1826,75.6,1004,2359,3363,1694,647,334,1100,1737,7913,-1920,82
2013,DAL,19980.3,3182,6892,46.2,606,1628,37.2,1323,1669,79.3,767,2670,3437,1906,648,454,1107,1698,8293,-245,82
2013,DEN,19905.3,3339,6983,47.8,521,1518,34.3,1505,2148,70.1,1092,2601,3693,2002,762,533,1205,1682,8704,2085,82
2013,DET,19805.2,2979,6638,44.9,513,1440,35.6,1307,1870,69.9,991,2463,3454,1742,574,400,1194,1623,7778,-1635,82
2013,GSW,19805.6,3130,6840,45.8,658,1632,40.3,1378,1744,79.0,885,2801,3686,1845,567,346,1210,1753,8296,365,82
2013,HOU,19780.2,3124,6782,46.1,867,2369,36.6,1573,2087,75.4,909,2652,3561,1902,679,359,1298,1662,8688,1425,82
2013,IND,19590.1,2845,6525,43.6,555,1599,34.7,1429,1915,74.6,1043,2671,3714,1645,580,513,1178,1623,7674,1630,81
2013,LAC,19730.3,3160,6608,47.8,627,1752,35.8,1342,1888,71.1,938,2475,3413,1958,784,461,1132,1716,8289,2645,82
2013,LAL,19755.2,3041,6640,45.8,715,2015,35.5,1584,2289,69.2,942,2732,3674,1818,576,429,1201,1467,8381,475,82
2013,MEM,19805.4,2964,6679,44.4,382,1107,34.5,1349,1746,77.3,1059,2445,3504,1715,703,436,1079,1660,7659,1700,82
2013,MIA,19880.2,3148,6348,49.6,717,1809,39.6,1423,1887,75.4,676,2490,3166,1890,710,441,1088,1533,8436,3225,82
2013,MIL,19830.2,3128,7197,43.5,601,1670,36.0,1251,1700,73.6,1068,2537,3605,1876,685,550,1117,1554,8108,-615,82
2013,MIN,19730.4,2943,6702,43.9,450,1475,30.5,1515,2042,74.2,973,2473,3446,1836,700,387,1159,1509,7851,-970,82
2013,NOH,19780.2,2955,6589,44.8,535,1474,36.3,1269,1636,77.6,988,2426,3414,1721,520,440,1123,1673,7714,-1585,82
2013,NYK,19730.2,2996,6689,44.8,891,2371,37.6,1313,1729,75.9,890,2436,3326,1579,672,294,948,1650,8196,1735,82
2013,OKC,19830.1,3126,6504,48.1,598,1588,37.7,1819,2196,82.8,854,2725,3579,1753,679,624,1201,1654,8669,3775,82
2013,ORL,19780.2,3093,6904,44.8,506,1537,32.9,1026,1359,75.5,890,2612,3502,1871,528,358,1147,1591,7718,-2865,82
2013,PHI,19755.2,3059,6895,44.4,518,1438,36.0,1004,1377,72.9,896,2493,3389,1867,609,384,1030,1505,7640,-1370,82
2013,PHX,19805.2,3061,6917,44.3,480,1455,33.0,1203,1618,74.4,959,2454,3413,1855,659,434,1225,1688,7805,-2650,82
2013,POR,19855.3,3009,6715,44.8,673,1904,35.3,1304,1680,77.6,874,2474,3348,1784,538,353,1165,1518,7995,-1300,82
2013,SAC,19830.2,3086,6904,44.7,610,1681,36.3,1437,1869,76.9,943,2385,3328,1708,671,342,1152,1717,8219,-2000,82
2013,SAS,19880.1,3210,6675,48.1,663,1764,37.6,1365,1725,79.1,666,2721,3387,2058,695,446,1159,1427,8448,2625,82
2013,TOR,19980.2,2979,6685,44.6,571,1665,34.3,1442,1831,78.8,871,2426,3297,1765,595,392,1084,1836,7971,-605,82
2013,UTA,19880.4,3046,6710,45.4,507,1385,36.6,1439,1883,76.4,989,2457,3446,1859,690,515,1164,1750,8038,-35,82
2013,WAS,19855.3,2910,6693,43.5,545,1495,36.5,1279,1746,73.3,887,2652,3539,1775,598,376,1199,1681,7644,-1040,82
2014,ATL,19830.2,3061,6688,45.8,768,2116,36.3,1392,1782,78.1,713,2565,3278,2041,680,326,1189,1577,8282,-195,82
2014,BKN,19880.1,2931,6391,45.9,709,1922,36.9,1508,2002,75.3,721,2407,3128,1714,705,311,1144,1777,8079,-410,82
2014,BOS,19730.2,2996,6883,43.5,575,1729,33.3,1325,1706,77.7,980,2505,3485,1726,584,343,1182,1743,7892,-1830,82
2014,CHA,19905.1,2976,6730,44.2,516,1471,35.1,1474,2000,73.7,776,2724,3500,1778,499,421,954,1493,7942,-90,82
2014,CHI,19930.2,2843,6577,43.2,508,1459,34.8,1486,1908,77.9,937,2683,3620,1860,594,424,1148,1565,7680,760,82
2014,CLE,19930.4,3036,6955,43.7,584,1640,35.6,1398,1861,75.1,989,2629,3618,1738,579,304,1105,1640,8054,-1350,82
2014,DAL,19830.4,3249,6858,47.4,721,1877,38.4,1378,1733,79.5,840,2514,3354,1935,704,356,1082,1636,8597,985,82
2014,DEN,19755.2,3147,7042,44.7,702,1959,35.8,1563,2154,72.6,1009,2717,3726,1838,615,459,1260,1890,8559,-880,82
2014,DET,19780.2,3182,7124,44.7,507,1580,32.1,1415,2111,67.0,1196,2525,3721,1714,687,395,1143,1666,8286,-1500,82
2014,GSW,19830.3,3236,7005,46.2,774,2037,38.0,1303,1731,75.3,896,2819,3715,1912,642,407,1225,1784,8549,1970,82
2014,HOU,19830.2,3118,6603,47.2,779,2179,35.8,1814,2549,71.2,920,2797,3717,1755,621,461,1264,1676,8829,1870,82
2014,IND,19780.2,2949,6573,44.9,550,1542,35.7,1485,1907,77.9,834,2831,3665,1651,550,446,1185,1675,7933,1805,82
2014,LAC,19755.4,3208,6761,47.4,693,1966,35.2,1741,2384,73.0,858,2668,3526,2016,703,397,1092,1767,8850,2860,82
2014,LAL,19705.1,3139,6980,45.0,774,2032,38.1,1390,1835,75.7,745,2620,3365,2006,611,446,1213,1627,8442,-2580,82
2014,MEM,19805.3,3122,6723,46.4,405,1147,35.3,1235,1666,74.1,950,2526,3476,1792,631,375,1060,1568,7884,645,82
2014,MIA,19880.2,3142,6272,50.1,665,1829,36.4,1431,1884,76.0,627,2397,3024,1847,732,367,1166,1596,8380,1950,82
2014,MIL,19880.2,2952,6737,43.8,548,1553,35.3,1377,1843,74.7,971,2399,3370,1760,541,403,1172,1713,7829,-3355,82
2014,MIN,19855.2,3189,7175,44.4,600,1757,34.1,1790,2301,77.8,1024,2644,3668,1963,718,297,1105,1504,8768,1095,82
2014,NOP,19855.3,3101,6761,45.9,486,1303,37.3,1489,1936,76.9,933,2486,3419,1745,647,523,1065,1857,8177,-1110,82
2014,NYK,19855.3,3027,6739,44.9,759,2038,37.2,1271,1670,76.1,870,2437,3307,1641,631,367,1017,1815,8084,-325,82
2014,OKC,19805.1,3194,6782,47.1,664,1839,36.1,1653,2052,80.6,887,2781,3668,1794,678,501,1217,1858,8705,2600,82
2014,ORL,19955.1,3022,6784,44.5,563,1596,35.3,1307,1714,76.3,794,2654,3448,1726,630,350,1165,1678,7914,-2230,82
2014,PHI,19855.1,3108,7150,43.5,577,1847,31.2,1362,1918,71.0,949,2556,3505,1791,765,330,1348,1844,8155,-4285,82
2014,PHX,19755.2,3172,6845,46.3,765,2055,37.2,1520,2004,75.8,928,2601,3529,1563,688,374,1216,1798,8629,1080,82
2014,POR,19855.3,3207,7134,45.0,770,2071,37.2,1569,1926,81.5,1022,2786,3808,1904,454,387,1094,1576,8753,1635,82
2014,SAC,19830.2,3026,6766,44.7,491,1475,33.3,1698,2237,75.9,990,2656,3646,1547,587,318,1203,1849,8241,-1190,82
2014,SAS,19755.3,3326,6844,48.6,698,1757,39.7,1289,1642,78.5,762,2786,3548,2064,604,420,1153,1495,8639,3165,82
2014,TOR,19955.2,2992,6718,44.5,713,1917,37.2,1608,2055,78.2,935,2552,3487,1737,577,343,1099,1882,8305,1330,82
2014,UTA,19780.1,2951,6652,44.4,543,1577,34.4,1346,1803,74.7,904,2477,3381,1664,570,366,1145,1699,7791,-2940,82
2014,WAS,20055.4,3177,6920,45.9,647,1704,38.0,1253,1715,73.1,886,2573,3459,1909,668,377,1155,1675,8254,520,82
2015,ATL,19730.3,3121,6699,46.6,818,2152,38.0,1349,1735,77.8,715,2611,3326,2111,744,380,1103,1457,8409,2225,82
2015,BKN,19930.2,3069,6804,45.1,541,1633,33.1,1359,1817,74.8,846,2627,3473,1716,576,340,1098,1579,8038,-1180,82
2015,BOS,19880.4,3193,7211,44.3,660,2021,32.7,1266,1678,75.4,910,2685,3595,2009,674,294,1088,1738,8312,65,82
2015,CHA,19905.1,2913,6932,42.0,498,1566,31.8,1397,1867,74.8,820,2793,3613,1654,499,448,916,1494,7721,-1300,82
2015,CHI,19880.3,3001,6797,44.2,645,1825,35.3,1618,2067,78.3,959,2792,3751,1781,514,476,1080,1495,8265,1230,82
2015,CLE,19780.2,3089,6739,45.8,826,2253,36.7,1453,1934,75.1,911,2612,3523,1814,603,340,1118,1510,8457,1835,82
2015,DAL,19880.4,3255,7036,46.3,732,2082,35.2,1386,1843,75.2,858,2608,3466,1846,663,371,1029,1644,8628,1190,82
2015,DEN,19880.3,3099,7158,43.3,660,2032,32.5,1462,1991,73.4,1012,2653,3665,1788,641,367,1133,1882,8320,-1455,82
